forecast_id,forecast_kst_dtm,kpx_group_1,kpx_group_2,kpx_group_3
forecast_0001,2025-01-01 01:00:00,19436.509142301275,18352.362253168976,14000.75355042456
forecast_0002,2025-01-01 02:00:00,19061.964696741772,17965.43968828652,13107.568835201762
forecast_0003,2025-01-01 03:00:00,17041.912244539464,17608.237332480086,12776.973314868656
forecast_0004,2025-01-01 04:00:00,16443.361989692923,16790.560139351466,12645.629756636587
forecast_0005,2025-01-01 05:00:00,16511.533261899884,16903.062411341067,12387.717252554165
forecast_0006,2025-01-01 06:00:00,16622.993622981143,16501.92145101384,12013.224467364636
forecast_0007,2025-01-01 07:00:00,14776.457234051684,13420.982766092073,9664.531577797314
forecast_0008,2025-01-01 08:00:00,13477.384658391797,11869.962324893895,9145.019991600175
forecast_0009,2025-01-01 09:00:00,14287.67814784146,12921.910048070575,10010.44572452064
forecast_0010,2025-01-01 10:00:00,14849.354800226209,13902.679078694624,10634.655876671279
forecast_0011,2025-01-01 11:00:00,14784.915198921108,14411.495388961657,10949.236446059325
forecast_0012,2025-01-01 12:00:00,15123.74012050175,14037.031641638925,9822.194091606685
forecast_0013,2025-01-01 13:00:00,15363.604491933762,14191.500478679334,9991.706925411338
forecast_0014,2025-01-01 14:00:00,15470.199155895338,13740.689563228181,10228.966391787515
forecast_0015,2025-01-01 15:00:00,15027.995624836241,13595.183886731984,9783.026589252753
forecast_0016,2025-01-01 16:00:00,14312.347061562019,13426.133567030389,9046.93484175986
forecast_0017,2025-01-01 17:00:00,13623.52784998622,12910.181222077825,9308.737944298766
forecast_0018,2025-01-01 18:00:00,13531.758199556774,13058.527965143892,9742.199153594562
forecast_0019,2025-01-01 19:00:00,14194.705939252797,14158.43202687092,9750.885953783736
forecast_0020,2025-01-01 20:00:00,16267.984739237083,15297.905958934907,10598.91679870534
forecast_0021,2025-01-01 21:00:00,17376.639186617267,16309.66843145638,11432.530182158074
forecast_0022,2025-01-01 22:00:00,17037.62379155603,15852.522522280313,11311.492385956777
forecast_0023,2025-01-01 23:00:00,16827.21570055777,16140.868035369127,11227.400838921563
forecast_0024,2025-01-02 00:00:00,16321.616385657193,15680.304869400712,10774.858193258775
forecast_0025,2025-01-02 01:00:00,13899.072754672152,13829.913019604464,8240.22237332247
forecast_0026,2025-01-02 02:00:00,12828.02209878987,13452.011182962297,8136.9787557661175
forecast_0027,2025-01-02 03:00:00,11747.230601387422,12553.936612845804,7537.850203885299
forecast_0028,2025-01-02 04:00:00,10585.94233352181,11164.319671471978,7143.534177145429
forecast_0029,2025-01-02 05:00:00,9298.01399964603,10262.38995173595,6672.3823559776665
forecast_0030,2025-01-02 06:00:00,8914.081275338422,8876.845311917014,5555.781555395041
forecast_0031,2025-01-02 07:00:00,8218.919855194838,8269.832824158093,5205.769472458942
forecast_0032,2025-01-02 08:00:00,7612.36413639943,7792.282390289866,4957.293552706848
forecast_0033,2025-01-02 09:00:00,7355.271326495587,6902.9117574602815,4328.332172487346
forecast_0034,2025-01-02 10:00:00,5546.779133781672,5850.4642353483305,3470.9908321011662
forecast_0035,2025-01-02 11:00:00,5495.888274464794,5375.430579263177,3224.13691798868
forecast_0036,2025-01-02 12:00:00,5530.427036970565,5681.861239026696,4023.083739116646
forecast_0037,2025-01-02 13:00:00,6131.856345517166,5967.866125065076,3942.033977814779
forecast_0038,2025-01-02 14:00:00,7018.3303886980575,6056.81785196119,3774.4734738812867
