forecast_id,forecast_kst_dtm,kpx_group_1,kpx_group_2,kpx_group_3
forecast_0001,2025-01-01 01:00:00,18956.33677613592,18168.324122562608,15726.56000481942
forecast_0002,2025-01-01 02:00:00,18250.791478552055,18105.34913027834,15087.410199698546
forecast_0003,2025-01-01 03:00:00,17353.266315391305,17383.98430920544,14904.690707398451
forecast_0004,2025-01-01 04:00:00,16481.71916081663,16693.371255092887,13496.997325008853
forecast_0005,2025-01-01 05:00:00,16721.196663489234,17188.004801175302,14065.634621293993
forecast_0006,2025-01-01 06:00:00,16436.810222118373,16624.2788054342,13901.601689814583
forecast_0007,2025-01-01 07:00:00,14602.972951791586,13827.027761341524,10431.25594943388
forecast_0008,2025-01-01 08:00:00,13793.750418468506,13762.907315392311,11086.90081528902
forecast_0009,2025-01-01 09:00:00,13953.00390540489,13432.274361081882,11272.117447208333
forecast_0010,2025-01-01 10:00:00,13843.93986605859,13438.95825887691,11531.400016754735
forecast_0011,2025-01-01 11:00:00,13715.881785698246,13626.76657551822,11943.3703856485
forecast_0012,2025-01-01 12:00:00,14794.499164577739,13903.293467242254,11430.13298344768
forecast_0013,2025-01-01 13:00:00,15184.632234677058,14426.442851512817,11489.94460531338
forecast_0014,2025-01-01 14:00:00,15623.634616521718,14229.222692047038,11318.168251245357
forecast_0015,2025-01-01 15:00:00,14749.040625720963,13456.681443534135,10393.815104732546
forecast_0016,2025-01-01 16:00:00,13009.815933262906,13225.69455887654,10198.84802473825
forecast_0017,2025-01-01 17:00:00,12810.605101172772,12899.10469009698,10350.281941426138
forecast_0018,2025-01-01 18:00:00,13823.388315052574,13079.907401622218,10940.29916564853
forecast_0019,2025-01-01 19:00:00,13446.72947805678,13995.934840032556,11587.233713333071
forecast_0020,2025-01-01 20:00:00,15116.978781196483,15985.594414915491,13249.933464502867
forecast_0021,2025-01-01 21:00:00,16796.066928528217,16752.418720796446,13822.922577775036
forecast_0022,2025-01-01 22:00:00,15736.393932798665,16781.919116070912,13533.489703713476
forecast_0023,2025-01-01 23:00:00,16027.295763404194,16726.7538551332,13147.88433321497
forecast_0024,2025-01-02 00:00:00,15841.395368916126,16183.867737055964,12143.581616972488
forecast_0025,2025-01-02 01:00:00,12932.259423500767,13801.958501277457,9850.510489162263
forecast_0026,2025-01-02 02:00:00,13228.760621847572,13647.512949610287,9692.13252359366
forecast_0027,2025-01-02 03:00:00,11904.34447009216,12629.644724472671,9211.423048871831
forecast_0028,2025-01-02 04:00:00,11399.924499611769,11371.13568428887,8873.129771164888
forecast_0029,2025-01-02 05:00:00,9856.334864130651,9744.173824394687,7816.450393176423
forecast_0030,2025-01-02 06:00:00,8199.691434205048,8814.508229253297,5793.87459274225
forecast_0031,2025-01-02 07:00:00,7902.627392188846,7995.340808150264,6188.920853250459
forecast_0032,2025-01-02 08:00:00,7539.497061036071,7573.360210513246,5729.586713681956
forecast_0033,2025-01-02 09:00:00,6511.338317235963,6637.045658015186,5160.9721419373145
forecast_0034,2025-01-02 10:00:00,6101.280609447815,5308.103634197755,4366.700109290655
forecast_0035,2025-01-02 11:00:00,5213.660605227672,5430.049261780255,3281.8260528552382
forecast_0036,2025-01-02 12:00:00,5984.995213137761,6175.315954185038,4530.122061718813
forecast_0037,2025-01-02 13:00:00,6568.297017697831,6194.46482819989,3993.1715939774467
forecast_0038,2025-01-02 14:00:00,7560.831612733755,6320.677185574395,4345.132201111019
forecast_0039,2025-01-02 15:00:00,7800.783549698702,6506.703865960055,5504.344548603337
forecast_0040,2025-01-02 16:00:00,9104.500720719483,8096.3985406171205,6461.78766103232
