forecast_id,forecast_kst_dtm,kpx_group_1,kpx_group_2,kpx_group_3
forecast_0001,2025-01-01 01:00:00,17161.26030407147,17992.51201291076,15909.947216391547
forecast_0002,2025-01-01 02:00:00,16818.686631184977,17613.176164986784,14894.964585456548
forecast_0003,2025-01-01 03:00:00,14979.296013262121,17262.977776941265,14519.287857805291
forecast_0004,2025-01-01 04:00:00,14492.639462943065,16461.333469952417,14370.033814359756
forecast_0005,2025-01-01 05:00:00,14557.038204711782,16571.62981504026,14076.951423357003
forecast_0006,2025-01-01 06:00:00,14655.387648387012,16178.35436373906,13651.391440187086
forecast_0007,2025-01-01 07:00:00,12932.142870455471,13157.826241266739,10982.422247496948
forecast_0008,2025-01-01 08:00:00,11810.659039966906,11637.217965582247,10392.068172272926
forecast_0009,2025-01-01 09:00:00,12506.917391210003,12668.539262814287,11375.506505137091
forecast_0010,2025-01-01 10:00:00,13028.760398278528,13630.077528131984,12084.836223490094
forecast_0011,2025-01-01 11:00:00,12993.93834745222,14128.917048001624,12442.31414324923
forecast_0012,2025-01-01 12:00:00,13426.290637459922,13761.795727096986,11161.584195007597
forecast_0013,2025-01-01 13:00:00,13526.76334642892,13913.23576341111,11354.212415240157
forecast_0014,2025-01-01 14:00:00,13659.035620737992,13471.264277674685,11623.825445213082
forecast_0015,2025-01-01 15:00:00,13183.05274917582,13328.61165365881,11117.0756696054
forecast_0016,2025-01-01 16:00:00,12636.322963275146,13162.876046108222,10280.607774727112
forecast_0017,2025-01-01 17:00:00,11981.153120042598,12657.040413801788,10578.11130033951
forecast_0018,2025-01-01 18:00:00,11977.750829300272,12802.478397199893,11070.680856357454
forecast_0019,2025-01-01 19:00:00,12500.046011545925,13880.815712618547,11080.552220208789
forecast_0020,2025-01-01 20:00:00,14335.224387061571,14997.947018563635,12044.223634892433
forecast_0021,2025-01-01 21:00:00,15340.024517931648,15989.871011231746,12991.511570634177
forecast_0022,2025-01-01 22:00:00,15081.318123568119,15541.688747333641,12853.968620405425
forecast_0023,2025-01-01 23:00:00,14914.067040254526,15824.380426832477,12758.410044229051
forecast_0024,2025-01-02 00:00:00,14436.150265408365,15372.847911177167,12244.157037794064
forecast_0025,2025-01-02 01:00:00,12148.084789225004,13558.73825451418,9363.889060593718
forecast_0026,2025-01-02 02:00:00,11204.427823689955,13188.246257806175,9246.56676791604
forecast_0027,2025-01-02 03:00:00,10378.794105826772,12307.780992986081,8565.738868051478
forecast_0028,2025-01-02 04:00:00,9312.533255015735,10945.411442619585,8117.652474028897
forecast_0029,2025-01-02 05:00:00,8177.794634860867,10061.16661934897,7582.252677247348
forecast_0030,2025-01-02 06:00:00,7836.278209937965,8702.78952148727,6313.388131130728
forecast_0031,2025-01-02 07:00:00,7209.06979104317,8107.679239370679,5915.647127794251
forecast_0032,2025-01-02 08:00:00,6674.659466113296,7639.492539499871,5633.288128075965
forecast_0033,2025-01-02 09:00:00,6466.113955793608,6767.560546529688,4918.559286917437
forecast_0034,2025-01-02 10:00:00,4850.404620511853,5735.7492503415,3944.307763751325
forecast_0035,2025-01-02 11:00:00,4829.954873276006,5270.029979669783,3663.7919522598636
forecast_0036,2025-01-02 12:00:00,4834.402901505626,5570.452195124212,4571.686067178006
forecast_0037,2025-01-02 13:00:00,5347.914025110836,5850.849142220663,4479.584065698614
forecast_0038,2025-01-02 14:00:00,6151.398631577645,5938.05671760901,4289.174402137825
forecast_0039,2025-01-02 15:00:00,6773.526155314129,6626.58026673145,4778.6046840714525
forecast_0040,2025-01-02 16:00:00,9028.77280072551,7865.271449868907,6154.819481329903
forecast_0041,2025-01-02 17:00:00,9998.956173058306,9837.343033349336,8517.66644331206
forecast_0042,2025-01-02 18:00:00,10639.927829112386,10422.726889096575,9040.283436251613
forecast_0043,2025-01-02 19:00:00,11960.93188002521,12467.471999144289,10042.374696425304
forecast_0044,2025-01-02 20:00:00,12079.695098884453,12648.773966963583,10359.529432904956
forecast_0045,2025-01-02 21:00:00,12243.068825771154,12458.701213640206,10451.685420887055
forecast_0046,2025-01-02 22:00:00,12490.235783020575,13000.2396195115,9863.898600762663
forecast_0047,2025-01-02 23:00:00,12771.594941819436,13317.072140029173,10270.181952098104
forecast_0048,2025-01-03 00:00:00,12996.393033823688,14447.764990941272,10351.90564103705
forecast_0049,2025-01-03 01:00:00,12421.600670571552,13526.928260155255,9882.164848393333
forecast_0050,2025-01-03 02:00:00,12511.395585348731,13571.58414180781,9975.310053432602
forecast_0051,2025-01-03 03:00:00,11419.58979550298,12481.922921431917,9735.18864865276
forecast_0052,2025-01-03 04:00:00,12157.232018482986,13170.998290675629,10175.874540370487
forecast_0053,2025-01-03 05:00:00,12286.183265866552,13139.563772908601,9874.929470756151
forecast_0054,2025-01-03 06:00:00,12342.072097407456,12244.543532516458,9587.230915347085
forecast_0055,2025-01-03 07:00:00,11706.271802588106,12197.855279840727,8909.77258646145
forecast_0056,2025-01-03 08:00:00,12268.46877869478,12428.892401517838,9484.446488903994
forecast_0057,2025-01-03 09:00:00,11875.708066299698,11282.383834345213,7462.211972163826
forecast_0058,2025-01-03 10:00:00,11977.30758797146,10078.741040256808,5803.854673211393
forecast_0059,2025-01-03 11:00:00,11741.270882513285,9678.487784015892,6332.296085006013
forecast_0060,2025-01-03 12:00:00,11772.86969056481,10078.017752568248,7127.174747989415
forecast_0061,2025-01-03 13:00:00,11888.420078836074,10459.011638961038,7515.759474904202
forecast_0062,2025-01-03 14:00:00,12148.962817101105,11255.340816561322,8095.481709871184
forecast_0063,2025-01-03 15:00:00,12369.67457479191,11781.114255047109,10265.6312569383
forecast_0064,2025-01-03 16:00:00,12683.44362395181,12281.876610971705,11163.309607157744
forecast_0065,2025-01-03 17:00:00,12234.29881619076,12188.332986484704,10920.63943713325
forecast_0066,2025-01-03 18:00:00,10669.29392311166,11163.597038167614,10324.612024922732
forecast_0067,2025-01-03 19:00:00,10822.529910763764,11231.758309962821,10429.547145721242
forecast_0068,2025-01-03 20:00:00,11137.0054633126,11222.215965638874,10374.107734188841
forecast_0069,2025-01-03 21:00:00,11642.53166760806,12456.594819666392,10441.017647866161
forecast_0070,2025-01-03 22:00:00,12399.063776527468,13600.927999422776,10856.604225513443
forecast_0071,2025-01-03 23:00:00,13046.088474718927,14351.748247871477,11203.503290352868
forecast_0072,2025-01-04 00:00:00,12862.353598799878,13855.578583008128,11328.829805072108
forecast_0073,2025-01-04 01:00:00,13256.041140567644,14482.329838712161,11886.768438784464
forecast_0074,2025-01-04 02:00:00,13917.365146368275,14990.688479316046,12051.442684514526
forecast_0075,2025-01-04 03:00:00,14366.69742038202,14699.127881477249,11710.097592860708
forecast_0076,2025-01-04 04:00:00,14764.34903390006,15313.59517660501,12515.796871181623
forecast_0077,2025-01-04 05:00:00,15868.840360810995,15812.280451946253,12488.53794893352
forecast_0078,2025-01-04 06:00:00,15888.839890448067,15764.656459362448,12739.67320296813
forecast_0079,2025-01-04 07:00:00,15014.902900207793,15777.37277753618,12019.205765427698
forecast_0080,2025-01-04 08:00:00,14054.537899914567,14839.764797618534,11997.416097713165
forecast_0081,2025-01-04 09:00:00,13075.43187579026,14147.68974912855,11070.434934026533
forecast_0082,2025-01-04 10:00:00,11368.0747612753,12947.501977594537,9690.579199189635
forecast_0083,2025-01-04 11:00:00,10952.219658819999,12032.7014990375,9750.633438387864
forecast_0084,2025-01-04 12:00:00,11510.415293514488,12128.439045509584,10320.300820843268
forecast_0085,2025-01-04 13:00:00,11398.02182595419,11849.194299744404,9711.204848328545
forecast_0086,2025-01-04 14:00:00,11455.38533788127,11046.580012206374,8842.374003723598
forecast_0087,2025-01-04 15:00:00,11068.22925598006,9905.201870487495,8440.468433346316
forecast_0088,2025-01-04 16:00:00,11681.72298720112,10912.159064558444,9334.657332581586
forecast_0089,2025-01-04 17:00:00,12559.659754198949,11409.711512212987,10807.864779991358
forecast_0090,2025-01-04 18:00:00,14564.2238485004,14445.409241361245,12997.222887207583
forecast_0091,2025-01-04 19:00:00,14334.485545016201,15212.118807826857,12124.239461455767
forecast_0092,2025-01-04 20:00:00,14374.580031851385,15342.63571711414,12111.658809808006
forecast_0093,2025-01-04 21:00:00,14356.98276237565,14831.575168981697,11963.630247086408
forecast_0094,2025-01-04 22:00:00,14910.606629860395,15777.768717473495,13470.989934996578
forecast_0095,2025-01-04 23:00:00,15996.473460165867,16295.365629625772,15399.759153047016
forecast_0096,2025-01-05 00:00:00,17067.508865722863,17055.300545926184,14350.467187013242
forecast_0097,2025-01-05 01:00:00,15940.76154946609,16000.978742113988,11897.49670555702
forecast_0098,2025-01-05 02:00:00,14819.987241077357,15161.995447093692,10829.884493318375
forecast_0099,2025-01-05 03:00:00,14929.77750612218,16006.522079168435,11510.76921113073
forecast_0100,2025-01-05 04:00:00,12900.925102498215,14902.356222138793,10333.620802640176
forecast_0101,2025-01-05 05:00:00,11156.718028642415,13171.132417771116,9250.787556216037
forecast_0102,2025-01-05 06:00:00,9362.60700041043,11889.207528071272,8045.498297910555
forecast_0103,2025-01-05 07:00:00,9494.29220848665,12111.875259006898,7969.1787175103245
forecast_0104,2025-01-05 08:00:00,10187.421839820048,12694.979675490917,8395.931560033436
forecast_0105,2025-01-05 09:00:00,9953.209493415146,13885.685287463575,8496.474815884807
forecast_0106,2025-01-05 10:00:00,11260.276191505805,13590.212225514928,11647.24978628713
forecast_0107,2025-01-05 11:00:00,13055.770583812486,16143.874279136488,13656.296087219414
forecast_0108,2025-01-05 12:00:00,14432.839924651873,16010.04775514016,14997.745704905145
forecast_0109,2025-01-05 13:00:00,12468.021169036712,13977.569734516648,13206.081826291349
forecast_0110,2025-01-05 14:00:00,11068.705613816534,12559.313868121031,12086.508927373743
forecast_0111,2025-01-05 15:00:00,10750.68605124765,12974.610166370318,11461.28458182364
forecast_0112,2025-01-05 16:00:00,10780.241619242715,13079.861428046572,10744.360005761993
forecast_0113,2025-01-05 17:00:00,9588.070009003644,12011.685901150062,9242.362241288547
forecast_0114,2025-01-05 18:00:00,9725.600357495177,11844.367751787839,9248.957587369228
forecast_0115,2025-01-05 19:00:00,10447.720850526372,12793.985021284823,10244.972172573569
forecast_0116,2025-01-05 20:00:00,10982.10766417151,12862.452738062073,11557.96480819611
forecast_0117,2025-01-05 21:00:00,12384.675598765763,13545.637311113891,11708.036669088242
forecast_0118,2025-01-05 22:00:00,12346.839208338857,14039.45953160459,12261.878283921524
